userId,movieId,rating,timestamp
267,2683,4.0,959807161
599,1339,2.5,1498517659
495,59369,4.0,1458635490
21,2288,0.5,1441826867
294,1049,3.0,966634119
380,59369,5.0,1494803853
5,300,3.0,847435337
199,37741,3.5,1261363947
105,4308,3.5,1446573372
547,1131,4.0,942723440
27,2032,2.0,962686805
436,508,4.0,833530470
587,2393,4.0,953142126
24,780,3.5,1458942032
57,1562,2.0,969754038
608,141,3.0,1117506082
323,158,3.0,1422640453
565,344,3.0,846533245
111,168326,4.0,1517440858
274,4878,4.5,1171172617
606,4062,3.5,1171365322
573,4388,4.0,1186590066
480,5283,4.0,1179165669
553,5513,5.0,1219561152
600,3882,2.0,1237742790
274,1201,3.0,1171409049
448,97860,2.5,1384612498
480,2005,4.5,1179162005
217,2054,3.0,955942294
129,33615,3.0,1167378219
8,236,3.0,839463767
234,2005,4.0,1004408988
16,2329,3.5,1377477278
103,106766,3.5,1477364924
380,2048,4.0,1536874755
221,553,3.0,1111176010
290,1704,4.0,974942420
45,2672,1.0,950741061
249,81834,4.0,1485734467
125,593,4.0,1474296735
380,93840,5.0,1494635377
139,4734,1.5,1453924537
217,2471,3.0,955942351
600,36401,3.5,1237764569
33,110,5.0,939648134
151,837,4.0,855947773
310,236,0.5,1078647868
534,593,4.0,1459787998
438,6721,4.0,1105664305
469,2300,4.0,965336863
414,6534,4.0,1060644448
139,54001,3.0,1453924440
603,4810,2.0,1002403475
474,6341,3.5,1089386545
357,1704,5.0,1348611876
246,68954,5.0,1354125667
414,4602,3.0,1017669986
560,34437,4.0,1469651932
352,94959,4.0,1493674402
226,1527,4.5,1095662820
148,69757,3.5,1482548519
266,1288,5.0,945669791
414,44195,4.5,1145550074
105,3948,3.5,1446749731
370,1080,4.0,1159162614
444,350,3.0,832682395
22,858,3.0,1268726337
514,26492,2.0,1534087230
438,7451,3.5,1105650281
331,7143,4.0,1537157858
381,45880,4.0,1170587344
501,95,4.0,844973419
609,589,3.0,847220990
239,349,4.5,1221158209
226,1485,3.0,1196229434
231,1198,4.0,1433089446
471,4886,4.0,1496671855
346,1968,4.0,1155066727
599,42011,2.5,1498514587
448,3175,4.0,1019125340
313,2455,3.0,1030475189
553,3362,3.5,1230774880
89,95633,4.5,1520409578
438,4896,4.0,1105650158
599,2890,3.5,1498797587
105,3735,4.0,1448213971
291,72998,5.0,1453051713
575,2623,1.0,926510597
407,260,4.0,1424349164
76,317,0.5,1439168918
41,106918,4.0,1458943677
41,69757,3.5,1458938869
448,5502,2.5,1076235449
428,455,1.0,1111523600
313,1220,1.0,1030557667
164,3404,5.0,999708378
520,5952,3.5,1326609169
144,1407,4.0,1137324023
226,6298,3.0,1095712971
555,2448,3.0,978842149
305,1247,5.0,1460135620
239,2321,4.5,1221159073
217,157,2.0,955944976
356,40955,4.0,1229140656
234,3398,3.0,1004409682
381,8874,3.5,1165287082
365,89864,4.0,1488333185
555,293,5.0,978840381
357,1219,4.5,1348611077
356,349,3.5,1229143220
103,8360,3.0,1431957504
495,5952,0.5,1458635266
279,1196,5.0,1506394237
307,1222,3.0,1186161615
69,4643,4.0,1021645486
391,3055,4.0,1030944399
420,6333,3.5,1218207206
434,1590,2.0,1270602483
391,2080,5.0,1032648534
590,8874,3.0,1264793942
448,122882,3.0,1460909750
484,364,5.0,1342296027
480,1968,3.5,1179177782
53,381,5.0,1237748115
266,110,5.0,945670079
4,2351,4.0,945078467
330,1485,1.5,1285905438
610,112183,5.0,1493845270
474,3034,3.0,983033369
372,1249,4.0,874415865
45,1246,5.0,1121724720
560,380,4.0,1469647870
28,5152,4.5,1234340571
596,179401,4.0,1535709079
466,4270,4.0,1439915448
193,1206,5.0,1435857302
587,628,5.0,953141841
235,364,5.0,841422428
50,108932,2.5,1514239108
249,65088,3.0,1353800853
429,165,4.0,828124615
129,110,4.0,1167375621
217,2863,2.0,955943345
348,1208,5.0,1378850772
606,265,4.0,1171377075
42,2352,4.0,996258165
483,1367,4.0,1327277815
64,2115,3.0,1161521395
57,2804,4.0,965796211
469,1082,4.0,965333459
504,6879,4.0,1072066558
117,48,3.0,844163082
249,68319,3.5,1355677462
606,31410,3.5,1182290556
395,595,3.0,841503488
387,913,4.5,1123041880
335,435,0.5,1261541263
453,2278,4.0,972621826
220,344,2.0,1230055709
307,8947,2.0,1186173303
590,4874,3.0,1258420052
251,47,5.0,1470677268
534,519,4.0,1459787997
590,3753,4.0,1258416747
19,490,2.0,965711106
105,147328,5.0,1526207391
167,42738,2.5,1154722362
365,91323,3.5,1488673344
122,292,4.0,1461563011
555,3917,3.0,978822740
386,223,3.0,842613794
354,858,4.0,1200869809
55,27831,5.0,1312748862
504,4027,4.0,1072065938
418,318,5.0,1461865563
496,7151,3.5,1415165842
335,802,3.0,1261541293
288,367,2.0,978559595
18,44665,4.5,1455049870
42,3535,4.0,996213058
596,3114,3.5,1535709752
21,2762,0.5,1403460436
234,3418,4.0,1004408123
483,420,3.0,1327277100
493,2916,3.0,1001562812
299,3793,4.0,974620300
577,316,2.0,945965886
353,349,4.0,831939590
357,3270,4.0,1348611585
548,7458,4.5,1494879815
7,3793,3.5,1106635630
257,5952,3.0,1141625449
428,377,2.5,1111525992
580,45447,4.0,1167789865
219,6879,3.0,1194740384
256,4963,4.5,1446580206
414,1127,3.0,961436469
50,1580,2.5,1514237995
555,592,3.0,978749155
152,47,5.0,1450867741
290,3260,4.0,975031589
479,1210,3.0,1039360590
393,4344,2.0,1430507643
448,4878,4.0,1126548392
489,2826,3.0,1332704680
263,1307,4.0,941591735
554,2080,5.0,944900345
58,282,4.0,847718851
477,435,2.5,1201159120
318,76054,4.0,1424546856
366,32587,3.0,1445546573
170,208,4.0,840380955
504,5669,3.5,1077909233
382,33493,4.5,1515161536
597,2521,4.0,941640394
6,62,4.0,845553660
208,2617,3.0,940638611
290,2935,4.0,974937974
594,4270,4.5,1108951300
414,996,3.0,961513534
27,2532,3.0,965151214
119,69122,5.0,1438439652
462,69306,3.0,1310786038
17,3263,4.0,1305696358
149,1676,5.0,902084966
89,54503,2.0,1520408729
527,4936,4.0,1033174224
189,91529,3.5,1439465147
41,112290,3.5,1458943362
18,88129,3.0,1455051194
414,4148,2.0,1095466257
176,161,4.0,840108983
381,62,4.5,1263494357
156,2144,3.0,946799634
304,802,4.0,881428302
381,4299,4.0,1167542790
452,5049,5.0,1019580646
599,5025,1.5,1519178655
483,33004,4.5,1415579313
80,81417,3.5,1377391160
365,94677,3.0,1488333300
409,3812,5.0,967920162
82,3793,3.5,1084467455
341,94677,4.0,1522174516
73,51540,4.5,1464275338
52,46976,5.0,1468051892
274,7373,3.0,1171511635
158,6502,4.0,1290765080
590,3438,3.0,1258418710
327,3301,2.5,1234787232
182,1199,5.0,1054779665
405,34405,4.0,1298576695
553,58295,5.0,1219556181
580,2527,2.5,1167861087
387,1267,3.5,1094876435
249,8807,4.0,1355677518
586,47610,5.0,1529899824
357,3448,3.0,1348612553
542,6541,0.5,1163388746
474,4508,3.5,1060104256
428,1690,3.0,1111488420
307,72,2.0,1186173251
103,593,5.0,1431954229
414,1390,2.0,961439252
346,6987,4.0,1125857440
603,599,5.0,1002403371
391,457,4.0,1030944267
354,70,4.5,1200953640
398,3186,4.0,1311207615
217,2354,3.0,955942742
42,4489,5.0,996258510
182,7802,4.0,1085148211
560,97,4.0,1469653182
435,524,4.0,1366675927
474,5836,2.0,1046887417
369,250,2.5,1237082131
391,500,4.0,1030826537
140,30749,3.0,1115290214
210,116797,5.0,1533754547
326,142488,4.5,1463936064
249,104879,5.0,1387234520
274,40723,4.0,1197187849
471,79132,4.0,1496668936
11,1101,5.0,901200233
414,2090,4.0,961519060
124,1644,2.5,1336409697
80,2232,4.0,1377308167
409,3813,4.0,968985737
68,6503,2.0,1158533715
219,3826,3.5,1195349035
68,58559,5.0,1218679006
541,356,5.0,835643134
603,199,5.0,953926672
448,60161,3.0,1262543188
395,172,4.0,841503965
84,31,3.0,860398679
111,7439,3.0,1516144232
106,5349,3.5,1467360748
354,1961,4.0,1200870443
414,1291,4.0,961515643
514,1584,4.0,1534052768
427,2683,2.5,1053068832
534,93363,4.0,1459787997
414,2928,4.0,961518368
385,535,2.0,834693167
182,4678,3.5,1055151587
432,3980,4.0,1315244006
217,3543,3.0,955935140
597,1663,5.0,941641183
599,2334,2.5,1498515358
477,441,4.0,1200939183
222,7173,3.5,1391370881
483,56339,4.5,1202461401
452,2617,5.0,1013397976
22,60950,1.0,1268727036
318,1247,3.0,1419078129
256,6373,4.0,1446580300
590,196,2.5,1258416975
232,54736,3.5,1218165650
580,8228,0.5,1167790945
344,91542,4.0,1420497427
28,41566,2.5,1234516078
525,4642,4.0,1476477019
290,1094,4.0,974938169
91,1845,4.0,1112716790
20,1032,3.5,1054038130
232,45442,3.0,1160773862
45,292,4.0,1091305981
467,466,1.0,919672412
166,31696,4.0,1189037892
182,2723,4.5,1054782359
200,6539,4.0,1229886346
84,95,2.0,857653240
517,1967,1.0,1487955858
11,1573,3.0,902154542
414,2815,2.0,961512658
391,1653,5.0,1030826859
561,6934,1.5,1491091549
414,1358,4.0,961516793
457,34,2.0,993610564
356,1653,4.5,1229143682
294,2094,3.0,966634189
199,1608,3.0,940372592
160,93,1.0,976798624
604,296,5.0,832079767
6,170,3.0,845554263
424,27020,3.5,1457901562
200,1270,4.0,1229877810
482,8972,4.0,1105397070
332,6874,4.0,1352672692
196,51935,4.5,1460954595
489,60126,2.5,1333234128
368,2273,2.0,971275949
460,4703,4.0,1359176469
607,1320,3.0,963080497
234,801,3.0,1004409792
339,1227,5.0,1460772152
199,3362,4.0,1261364736
599,160978,1.0,1498531131
26,349,3.0,836950286
156,1711,3.0,946798792
610,149011,3.5,1493848843
437,648,3.0,859720977
186,2707,4.0,1031081389
610,114795,2.5,1493847994
438,379,3.5,1105670828
314,17,4.0,834398442
132,2706,2.0,1157922783
474,6760,3.0,1078495454
119,5952,4.5,1435944765
49,1200,4.5,1493093189
603,2641,1.0,953928361
51,33615,3.5,1230930714
408,106916,4.0,1468361453
249,6711,4.5,1346847766
448,104241,3.0,1408908578
280,1393,4.5,1348532302
414,5258,2.0,1050934985
68,60684,3.5,1240092511
493,110,5.0,1001562412
229,367,3.0,836942137
64,5225,4.0,1161559879
523,318,5.0,1503126542
367,898,4.0,997811870
307,3967,3.0,1186086537
356,4993,3.5,1229142838
483,55872,4.5,1215542769
54,410,3.0,839921084
594,1225,4.0,1108798889
525,3949,4.0,1476478055
458,587,5.0,845653030
448,8623,3.5,1143894336
393,111362,5.0,1430506694
307,1326,0.5,1186084967
520,2194,4.0,1326609686
599,1663,2.5,1498517424
372,249,4.0,874416571
599,764,3.0,1498523057
232,500,4.0,1077235210
160,2643,1.0,971436871
594,2059,4.0,1119928082
414,464,2.0,961516204
57,1204,5.0,965795827
314,590,2.0,834241286
290,260,5.0,974939497
414,3210,4.0,961595525
412,2883,3.0,939113770
288,1327,1.0,975691588
232,43556,2.5,1157249443
525,97225,3.5,1476480340
45,3274,3.0,950740361
603,2349,4.0,953927759
475,89745,4.0,1498030321
610,158238,5.0,1479545219
425,724,3.5,1085491014
448,4168,3.0,1066069447
387,2413,3.0,1127962475
433,80463,4.0,1506824072
318,4034,3.5,1254132957
104,3408,4.0,1048586788
307,33171,0.5,1190682690
599,69849,2.5,1519179646
414,6755,3.5,1082914343
592,277,3.0,837354148
89,101283,3.0,1520408817
317,5956,3.0,1430512258
477,8157,4.0,1200945644
68,76093,5.0,1291164826
313,1997,5.0,1030475592
477,1682,4.5,1200940021
368,1939,3.0,971274692
567,6534,0.5,1525289936
590,5502,3.0,1258422363
104,4476,4.0,1048590374
230,2502,2.5,1196304832
41,5377,4.0,1458938982
249,4641,3.0,1347317798
339,85774,4.0,1460184176
380,8874,5.0,1493420010
605,71160,3.0,1277175715
387,2791,3.5,1094876721
442,524,2.0,1331560506
412,2762,3.0,939113589
555,3109,3.0,978822249
82,1690,3.5,1084463836
414,68932,3.5,1273977741
401,50872,4.0,1514346857
42,2000,5.0,996214288
298,135861,1.5,1458650077
66,1100,3.5,1113188518
136,110,5.0,832449274
33,1537,4.0,939646982
266,2097,2.0,944980740
480,147,4.0,1179160762
220,4886,4.0,1230055556
239,41997,3.5,1221159193
177,114662,4.5,1435838029
105,141816,5.0,1526207743
182,3198,4.0,1055157124
288,3578,2.0,984416988
44,494,4.0,869251910
588,204,2.0,839317108
448,81564,3.5,1324744251
458,39,4.0,845653086
68,5582,4.0,1275958168
483,7124,3.5,1311844821
209,2628,2.0,1524607394
343,4378,4.0,1202060391
597,1748,3.0,941728717
474,2736,3.0,1081178176
196,44665,4.0,1460953986
573,52458,3.5,1248842600
105,69757,5.0,1446573513
448,3284,3.0,1476384001
9,5451,4.0,1044656836
517,457,2.5,1487957605
307,7624,2.5,1186257267
82,165,4.0,1084467751
391,1094,4.0,1031030749
25,122916,4.5,1535470504
288,2046,3.0,975692114
412,2278,3.0,939114613
317,88129,4.0,1430513016
274,8961,3.5,1171409781
603,988,3.0,963178488
24,5791,4.0,1458944146
275,3328,5.0,1049077605
160,2353,1.0,971115187
596,4310,1.5,1535708516
393,7153,5.0,1430505826
160,3697,5.0,971115593
414,218,2.0,961439052
261,16,4.0,1404881583
179,592,3.0,840907313
525,4995,3.5,1476476678
368,2202,3.0,971274910
323,282,2.0,1422640524
387,70,3.5,1183536308
493,1954,5.0,1001562708
20,5171,2.0,1054037913
555,1358,5.0,978746000
474,3681,3.5,1114700924
555,3388,3.0,978823310
288,10,3.0,978465794
91,3508,4.0,1112712867
606,5269,4.0,1171361617
328,1210,4.0,1494210594
480,5225,4.0,1179163067
597,1284,4.0,941728717
177,1175,3.0,1435535201
169,4369,3.0,1059494319
599,49220,1.5,1498504076
179,364,4.0,840907616
602,198,3.0,840876055
199,1287,4.5,1095331617
160,4223,3.0,987187306
448,79590,2.5,1346527752
474,4326,2.5,1087832829
151,788,5.0,855947306
298,3821,2.0,1449592512
82,2000,4.5,1084468140
599,4980,2.5,1519122705
551,8798,4.0,1504925825
599,1359,2.5,1498513975
573,4886,4.0,1186590247
196,1036,4.5,1460954067
113,1569,4.0,980051922
64,333,4.5,1161564457
125,45722,3.5,1474481214
368,2490,3.0,971275733
570,4226,4.0,1181478033
42,86,4.0,996220615
248,187593,4.5,1534599909
408,89745,3.5,1472723077
58,527,5.0,847718718
73,95510,4.0,1464282941
534,91353,4.0,1459793460
232,2394,3.0,1218166964
603,1290,2.0,953928295
414,103341,4.0,1511541227
517,1136,2.0,1487957926
599,79702,2.5,1498517021
57,595,5.0,965796080
571,2288,2.0,966900228
122,1270,5.0,1461561374
441,58998,4.0,1449070538
96,306,1.0,964773021
288,920,3.0,976139692
524,150,5.0,851608745
603,916,3.0,954482210
474,3498,4.0,1165539939
113,2331,4.0,980051801
534,2291,4.0,1459787997
552,6947,3.5,1112151121
68,356,3.5,1158531181
382,79185,4.0,1515162831
542,7361,4.0,1163386883
567,167746,3.5,1525285822
268,213,5.0,940180585
391,3910,3.0,1032390215
439,1291,3.0,1436943786
606,48638,3.5,1244573389
68,95624,3.0,1346110393
607,589,4.0,963078960
136,207,5.0,832449705
448,383,2.0,1324313611
209,2571,5.0,1524522373
91,4975,3.5,1112716657
19,2054,3.0,965704304
605,1270,4.0,1277097144
414,53322,3.0,1197733195
22,44191,0.5,1268727414
232,6482,2.5,1182910507
414,6618,3.0,1109612432
301,48780,5.0,1211378779
480,8529,3.5,1179163828
483,5628,4.5,1415579708
249,3988,3.5,1354107307
414,849,2.0,961515354
332,93610,3.0,1352672398
341,134853,4.0,1446895888
320,62999,3.5,1284251097
608,7438,4.0,1189471137
107,153,3.0,832003644
68,114762,3.5,1532897137
367,4153,3.0,997814114
610,3362,5.0,1479543004
265,2430,3.0,965319335
474,42018,3.5,1147625036
284,349,3.0,832695146
75,920,3.0,1158967791
580,6790,4.5,1212342957
387,1967,4.0,1094939577
179,185,4.0,840907561
274,5954,3.5,1222410017
153,3186,4.0,1525549351
182,173,3.5,1055150640
563,104863,3.5,1446856197
318,1089,4.0,1424546872
45,5103,3.0,1020802309
599,4683,2.5,1498518559
275,3983,5.0,1049077440
19,3203,2.0,965710957
94,47,2.0,843406765
489,3638,3.0,1333232859
240,104,5.0,849122986
119,106491,4.5,1442168751
19,2115,3.0,965709534
393,4022,5.0,1430507425
51,3671,5.0,1230929460
43,502,5.0,848994518
89,88,2.0,1520408790
599,134130,3.5,1498677020
234,42,4.0,1004408338
608,4963,4.5,1117162382
287,4993,4.0,1110229952
512,539,3.0,841449445
46,434,4.0,834787826
186,1214,4.0,1031073489
603,2356,1.0,963178488
135,893,5.0,1009693889
201,1240,5.0,941211417
160,47,5.0,971115962
226,1198,4.0,1095662453
66,592,4.0,1104643920
381,2012,3.5,1165975333
572,527,5.0,945889382
608,2003,2.5,1117415296
292,1101,4.0,1293562937
368,16,4.0,971275668
561,4018,2.0,1491091597
534,4816,4.0,1459787997
27,780,3.0,962686571
598,113829,5.0,1430616765
610,53468,3.0,1493848312
377,94262,3.0,1340347431
45,5313,3.0,1020802545
151,62,4.0,855947196
96,1291,4.0,964772731
368,2947,3.0,975828964
542,37733,3.0,1163387982
603,2427,3.0,963179902
599,3704,3.5,1498798237
414,1895,4.0,961438735
474,597,4.0,974669033
45,1641,4.0,951170271
483,552,3.5,1327277254
298,57669,2.5,1447516856
600,3147,3.0,1237715218
45,107,4.0,950726248
216,3671,3.0,975212362
64,2918,3.5,1161520698
301,6711,3.0,1211378308
365,84601,2.0,1488594763
562,2028,3.0,1368894738
215,1247,4.5,1260908863
28,41997,3.0,1234515787
313,474,3.0,1030476249
296,356,5.0,1532993877
329,1219,2.0,1523468410
266,17,1.0,944980787
42,2641,2.0,996216337
380,115617,5.0,1493473893
414,2922,4.0,961436216
182,7264,4.0,1090326653
103,46723,4.5,1431969676
584,253,3.0,834987643
356,5673,3.5,1229139558
381,69844,5.0,1248413791
64,3033,3.5,1161529332
283,608,4.0,901227779
322,913,3.5,1217675567
476,185,3.0,835021447
547,1394,5.0,942723440
367,4168,2.0,997813590
50,69644,1.0,1514239300
74,3996,5.0,1207501404
156,750,5.0,946798960
18,160438,3.0,1473361651
565,19,3.0,846533399
307,589,2.5,1186160891
610,5420,3.0,1479542007
387,170,3.0,1117414894
448,155358,2.0,1481050984
21,719,3.5,1419794740
251,1259,5.0,1470676840
230,595,2.0,1196304443
160,2412,1.0,976796213
517,7361,1.5,1487953362
328,2959,5.0,1494206967
292,5378,3.0,1039914974
583,106696,3.0,1481474420
264,1374,4.0,1136978783
64,3300,4.0,1161565598
288,2458,3.0,975692910
380,7143,4.0,1493419984
182,6857,1.5,1066667016
73,8807,4.0,1464275372
368,3740,2.0,975829427
307,4247,2.5,1186172619
474,2398,3.5,1081177909
202,2991,3.0,974918825
262,296,3.0,840305552
452,1206,5.0,1013395218
40,153,3.0,832058897
538,4616,4.5,1307847413
599,7046,2.5,1519140206
352,3481,3.0,1493673601
417,7153,5.0,1529284449
599,122924,2.5,1498529459
380,4990,3.0,1494613492
19,1097,5.0,965709282
559,466,2.0,845476218
555,1327,3.0,978748648
62,81845,5.0,1521488748
288,2786,1.0,978622950
537,3147,4.0,1424142003
599,4441,4.0,1498499617
361,4085,3.5,1204046174
410,2769,4.0,990807424
178,2858,5.0,1163673983
212,31658,4.0,1490115674
610,42738,2.5,1493845614
221,1080,4.5,1111178181
541,47,1.0,835643038
482,2124,4.0,1105396607
179,161,5.0,840907462
275,2797,5.0,1049076933
474,5329,3.5,1053021527
84,305,3.0,860397582
599,109487,3.5,1498532289
551,91500,3.5,1504925205
479,3111,5.0,1039367332
369,938,1.5,1237081893
350,376,2.0,864941017
182,482,4.0,1055153160
381,3624,4.0,1164381732
610,3696,3.5,1495959233
599,6267,2.0,1519355991
325,1219,5.0,1039397876
4,1967,5.0,945078967
18,8961,3.5,1455209724
365,6539,3.5,1488332413
21,90249,3.5,1468113329
105,44022,4.0,1447538314
232,4369,2.5,1218169877
434,1206,4.5,1271039384
489,7046,4.0,1333656549
368,2404,2.0,971275239
606,904,4.5,1171363120
111,119145,5.0,1516141107
68,3825,3.5,1261624264
288,2796,2.0,975692782
28,780,3.0,1234516111
372,1136,3.0,874415666
387,26303,4.0,1145169027
448,3044,4.0,1019141327
409,3421,5.0,967920117
561,38061,4.0,1491095164
606,2788,4.0,1171326197
474,8368,5.0,1116256984
266,2712,5.0,944940438
462,904,4.0,1123891840
480,6754,3.5,1179165658
411,327,1.0,835532890
62,5445,4.0,1521489745
48,1584,4.5,1127128836
541,132,4.0,835643931
105,95377,4.5,1446572593
328,1262,4.0,1494212034
381,2124,2.5,1167543455
51,2379,2.0,1230930339
125,122882,4.5,1474283369
414,7438,4.0,1085493606
474,3038,4.0,1189990819
312,329,3.0,1043176952
446,34,5.0,843839272
103,3481,4.5,1440773438
483,4344,2.5,1215897086
34,2617,4.0,1162050143
380,27839,2.0,1494696395
368,3529,3.0,971276726
152,63876,3.5,1450867867
597,1297,4.0,941641148
177,6535,3.0,1435525502
570,349,4.0,1181477180
8,480,4.0,839463527
412,2150,4.0,939114177
94,592,3.0,843406616
249,45186,3.5,1355366442
288,318,5.0,976120853
294,1517,1.0,966595174
414,951,4.0,1485656836
453,2599,4.0,972621297
6,783,5.0,845554584
607,457,5.0,963078932
380,54286,3.5,1493420412
331,3948,3.0,1537157761
68,1036,3.0,1158531885
414,3471,4.0,999617473
380,1219,4.0,1494803477
20,4232,0.5,1054037511
352,3355,4.0,1493674005
488,105,3.0,1112381909
606,2025,3.0,1171737417
222,62250,3.0,1391353969
99,380,5.0,829828007
571,968,5.0,966900461
156,357,3.0,946799495
414,2806,2.0,1026225670
199,8528,3.0,1261363340
354,1219,4.0,1200952862
555,3918,3.0,978823527
274,53123,4.0,1200125582
480,4310,2.5,1179166209
298,60293,3.0,1447517765
182,1729,4.0,1054780533
18,7317,3.0,1455655129
47,97923,4.0,1496206766
357,1247,4.5,1348610996
73,105037,2.5,1464197889
3,1302,0.5,1306464189
492,100,3.0,863976249
490,79242,3.5,1328304804
307,4474,3.0,1186086003
337,788,4.0,860255830
579,1907,4.0,958881277
599,3072,2.0,1519126223
20,531,4.5,1054038162
198,1580,4.0,1034135628
515,2959,5.0,1513601998
367,858,5.0,997811235
312,1094,4.0,1043177200
314,32,3.0,839857723
381,2125,4.5,1164381936
226,2,3.0,1095662788
424,1193,4.0,1457843675
221,27882,4.5,1111178531
448,3763,4.5,1164622290
294,1204,5.0,966633760
554,1673,5.0,944902251
352,90405,3.5,1493674663
111,8984,4.0,1516141046
387,1303,3.5,1094876683
184,193583,3.5,1537109545
603,1104,5.0,953926481
448,6143,2.0,1143894768
69,553,5.0,1021644133
555,1321,3.0,978748618
566,141,5.0,849006000
32,440,4.0,856737270
477,527,4.5,1229452307
232,34534,3.0,1218167992
603,1407,5.0,953925657
51,3363,4.5,1230929491
304,500,1.0,891173384
381,72998,4.5,1262898482
312,1289,5.0,1043177200
90,728,3.0,856354195
18,1252,4.0,1457565435
448,1213,5.0,1019132316
517,2380,0.5,1487958246
305,608,3.5,1460964093
590,51662,3.5,1258427787
66,2020,4.0,1099188103
414,40826,2.5,1216150452
458,736,4.0,845652537
372,1129,2.0,874416338
89,81087,4.5,1520409390
66,282,4.0,1093144035
156,3283,2.0,951113076
469,1037,1.0,965334866
177,65230,4.0,1435837113
369,5047,3.0,1237081793
195,2423,5.0,1008558323
391,3793,2.0,1032647604
538,364,4.5,1307846862
606,17,4.0,1171838026
111,1206,1.5,1516153663
274,27311,3.5,1245056251
66,1952,5.0,1113188495
567,110730,0.5,1525289743
509,48,3.5,1436000115
387,2183,4.0,1094876866
573,91658,2.5,1370377572
599,33166,2.0,1498511154
480,27664,3.0,1179165852
89,164200,4.5,1520408827
167,778,4.5,1154722276
199,356,2.0,940372744
217,2571,3.0,955935905
